book_name,author,genre,publication_year,rating,total ratings,reviews,cover,page_link,page,binding,year,cluster
Mortal Engines,Philip Reeve,Fantasy,"First published November 16, 2001",3.76,60353,6028,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352173057i/287861.jpg,https://www.goodreads.com/book/show/287861.Mortal_Engines,326, Paperback,2001,less visited
Mrs. Dalloway,Virginia Woolf,Classics,"First published May 14, 1925",3.79,274517,14839,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942.jpg,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,194, Hardcover,1925,less visited
Man Is Not Alone: A Philosophy of Religion,Abraham Joshua Heschel,Religion,"First published January 1, 1951",4.41,588,41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389552907i/345504.jpg,https://www.goodreads.com/book/show/345504.Man_Is_Not_Alone,320, Paperback,1951,less visited
Call of Cthulhu: Horror Roleplaying,Sandy Petersen,Role Playing Games,"First published May 15, 2016",4.46,8285,91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924524i/33489.jpg,https://www.goodreads.com/book/show/33489.Call_of_Cthulhu,320, Paperback,2016,less visited
Domu: A Child's Dream,Katsuhiro Otomo,Manga,"First published January 1, 1982",4.09,2059,169,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343906033i/136744.jpg,https://www.goodreads.com/book/show/136744.Domu,240, Paperback,1982,less visited
The Laws of Human Nature,Robert Greene,Psychology,"First published October 23, 2018",4.37,14736,1326,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620206225i/39330937.jpg,https://www.goodreads.com/book/show/39330937-the-laws-of-human-nature,624, Kindle Edition,2018,less visited
Slammerkin,Emma Donoghue,Historical Fiction,"First published June 7, 2001",3.73,15884,1557,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315155075i/44543.jpg,https://www.goodreads.com/book/show/44543.Slammerkin,410, Paperback,2001,less visited
Everyone Poops,Taro Gomi,Picture Books,"First published February 2, 1981",4.19,6400,769,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1572287246i/133547.jpg,https://www.goodreads.com/book/show/133547.Everyone_Poops,27, Paperback,1981,less visited
Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,Rick Brinkman,Nonfiction,"First published January 1, 1994",3.67,1587,190,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349020825i/734384.jpg,https://www.goodreads.com/book/show/734384.Dealing_with_People_You_Can_t_Stand,226, Paperback,1994,less visited
The Pale Blue Eye,Louis Bayard,Historical Fiction,"First published May 23, 2006",3.77,7278,802,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434047106i/110076.jpg,https://www.goodreads.com/book/show/110076.The_Pale_Blue_Eye,432, Hardcover,2006,less visited
American Psycho,Bret Easton Ellis,Fiction,"First published March 6, 1991",3.82,282589,14980,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676.jpg,https://www.goodreads.com/book/show/28676.American_Psycho,399, Paperback,1991,less visited
Being and Nothingness,Jean-Paul Sartre,Philosophy,"First published January 1, 1943",3.98,29721,493,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329978583i/10033.jpg,https://www.goodreads.com/book/show/10033.Being_and_Nothingness,688, Paperback,1943,less visited
"Steps to an Ecology of Mind: Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology",Gregory Bateson,Philosophy,"First published January 1, 1972",4.26,1324,92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328874327i/152435.jpg,https://www.goodreads.com/book/show/152435.Steps_to_an_Ecology_of_Mind,533, Paperback,1972,less visited
A List of Things That Didn't Kill Me,Jason Schmidt,Memoir,"First published January 6, 2015",4.04,1310,229,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408559581i/23003313.jpg,https://www.goodreads.com/book/show/23003313-a-list-of-things-that-didn-t-kill-me,432, Kindle Edition,2015,less visited
The Last Policeman,Ben H. Winters,Mystery,"First published July 10, 2012",3.77,31435,3633,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344370646i/13330370.jpg,https://www.goodreads.com/book/show/13330370-the-last-policeman,316, Paperback,2012,less visited
Peace Like a River,Leif Enger,Fiction,"First published August 2, 2001",4.0,86870,8673,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571.jpg,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,312, Paperback,2001,less visited
Specials,Scott Westerfeld,Young Adult,"First published May 9, 2006",3.76,183278,8353,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390340887i/24765.jpg,https://www.goodreads.com/book/show/24765.Specials,384, Hardcover,2006,less visited
The Sound of Rain,Gregg Olsen,Mystery,"First published December 13, 2016",4.11,26622,1610,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478194410i/31304213.jpg,https://www.goodreads.com/book/show/31304213-the-sound-of-rain,350, Kindle Edition,2016,less visited
Nail It Then Scale It,Nathan Furr,Business,"First published January 1, 2010",4.14,754,59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335755466i/12236649.jpg,https://www.goodreads.com/book/show/12236649-nail-it-then-scale-it,260, Paperback,2010,less visited
"The Twig Trilogy (Edge Chronicles #4-6): Includes Beyond the Deepwoods, Stormchaser & Midnight Over Sanctaphrax",Paul Stewart,Fantasy,"First published October 2, 2003",4.5,636,23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320395234i/809248.jpg,https://www.goodreads.com/book/show/809248.The_Twig_Trilogy_Edge_Chronicles_4_6_,1008, Hardcover,2003,less visited
The Path to Power,Robert A. Caro,Biography,"First published November 21, 1982",4.36,22411,1232,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349023045i/86524.jpg,https://www.goodreads.com/book/show/86524.The_Path_to_Power,882, Paperback,1982,less visited
Broca's Brain: Reflections on the Romance of Science,Carl Sagan,Science,"First published April 12, 1979",4.04,10387,333,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348602662i/485812.jpg,https://www.goodreads.com/book/show/485812.Broca_s_Brain,398, Mass Market Paperback,1979,less visited
Dragon,Steven Brust,Fantasy,"First published November 1, 1998",4.17,6273,127,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390075863i/133450.jpg,https://www.goodreads.com/book/show/133450.Dragon,288, Paperback,1998,less visited
The Tale of Tom Kitten,Beatrix Potter,Childrens,"First published January 1, 1907",4.08,9010,289,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348742834i/885500.jpg,https://www.goodreads.com/book/show/885500.The_Tale_of_Tom_Kitten,58, Hardcover,1907,less visited
Triangles,Ellen Hopkins,Poetry,"First published October 18, 2011",3.97,9158,833,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313893537i/10843755.jpg,https://www.goodreads.com/book/show/10843755-triangles,529, Hardcover,2011,less visited
Questa notte ho sognato in cubano,Cristina García,Fiction,"First published January 1, 1992",3.69,10890,817,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1446220303i/27394733.jpg,https://www.goodreads.com/book/show/27394733-questa-notte-ho-sognato-in-cubano,250, Hardcover,1992,less visited
Rabbit at Rest,John Updike,Fiction,"First published December 18, 1990",3.99,15141,562,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320394471i/11666.jpg,https://www.goodreads.com/book/show/11666.Rabbit_at_Rest,608, Paperback,1990,less visited
Tirano Banderas,Ramón M. del Valle-Inclán,Spain,"First published January 1, 1926",3.51,801,70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316885318i/62333.jpg,https://www.goodreads.com/book/show/62333.Tirano_Banderas,288, Paperback,1926,less visited
Lord Jim & Nostromo,Robert D. Kaplan,Romance,"First published January 1, 1904",4.09,55,9,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320420373i/126657.jpg,https://www.goodreads.com/book/show/126657.Lord_Jim_Nostromo,816, Paperback,1904,less visited
Clear and Present Danger,Tom Clancy,Fiction,"First published August 17, 1989",4.13,135647,928,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291440438i/32669.jpg,https://www.goodreads.com/book/show/32669.Clear_and_Present_Danger,688, Mass Market Paperback,1989,less visited
How to Cook Everything: Simple Recipes for Great Food,Alan Witschonke,Cookbooks,"First published January 1, 1998",3.99,96331,772,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407047944i/603204.jpg,https://www.goodreads.com/book/show/603204.How_to_Cook_Everything,960, Hardcover,1998,less visited
Twilight of Courage,Bodie Thoene,Historical Fiction,"First published January 1, 1994",4.24,1191,70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390108337i/439939.jpg,https://www.goodreads.com/book/show/439939.Twilight_of_Courage,512, Paperback,1994,less visited
A House Without Windows,Stevie Turner,Mystery,"First published January 13, 2014",3.6,613,110,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442379321i/20880952.jpg,https://www.goodreads.com/book/show/20880952-a-house-without-windows,155, Kindle Edition,2014,less visited
Natalie Tan's Book of Luck and Fortune,Roselle Lim,Romance,"First published June 11, 2019",3.46,7755,1656,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546110701i/39754733.jpg,https://www.goodreads.com/book/show/39754733-natalie-tan-s-book-of-luck-and-fortune,320, ebook,2019,less visited
A Million Junes,Emily Henry,Young Adult,"First published May 16, 2017",3.88,19457,2992,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1487956862i/30763950.jpg,https://www.goodreads.com/book/show/30763950-a-million-junes,400, Hardcover,2017,less visited
Sweet Water,Cara Reinard,Fiction,"First published January 1, 2021",3.9,13018,702,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1592367707i/54131462.jpg,https://www.goodreads.com/book/show/54131462-sweet-water,357, Kindle Edition,2021,less visited
The Devil Rides Out,Dennis Wheatley,Horror,"First published December 1, 1934",3.78,2012,215,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348347695i/974742.jpg,https://www.goodreads.com/book/show/974742.The_Devil_Rides_Out,320, Paperback,1934,less visited
The Ten-Year Nap,Meg Wolitzer,Fiction,"First published March 27, 2008",3.06,10401,1770,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328053277i/1235499.jpg,https://www.goodreads.com/book/show/1235499.The_Ten_Year_Nap,351, Hardcover,2008,less visited
Doom Patrol: Book One,Grant Morrison,Comics,"First published July 1, 1990",4.33,1037,132,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453058718i/27209298.jpg,https://www.goodreads.com/book/show/27209298-doom-patrol,424, Paperback,1990,less visited
Sudden Prey,John Sandford,Mystery,"First published January 1, 1996",4.19,20758,585,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388204671i/168569.jpg,https://www.goodreads.com/book/show/168569.Sudden_Prey,452, Paperback,1996,less visited
Naked Economics: Undressing the Dismal Science,Charles Wheelan,Economics,"First published January 1, 2002",4.02,17668,1231,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529039596i/40180021.jpg,https://www.goodreads.com/book/show/40180021-naked-economics,400, Paperback,2002,less visited
Glory Road,Lauren K. Denton,Fiction,"First published March 19, 2019",4.22,5520,572,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1550608584i/40590410.jpg,https://www.goodreads.com/book/show/40590410-glory-road,368, Paperback,2019,less visited
The Passion According to G.H.,Clarice Lispector,Fiction,"First published January 1, 1964",4.13,9579,1224,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1656574253i/153426.jpg,https://www.goodreads.com/book/show/153426.The_Passion_According_to_G_H_,184, Paperback,1964,less visited
Little Lost Angel,Michael Quinlan,True Crime,"First published February 1, 1995",4.19,687,63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181460209i/1156191.jpg,https://www.goodreads.com/book/show/1156191.Little_Lost_Angel,306, Paperback,1995,less visited
Blow Fly,Patricia Cornwell,Mystery,"First published October 13, 2003",3.79,40300,1105,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389270705i/31623.jpg,https://www.goodreads.com/book/show/31623.Blow_Fly,467, Paperback,2003,less visited
Neophyte,T.D. McMichael,Romance,"First published March 28, 2012",3.96,69,0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333061416i/13564820.jpg,https://www.goodreads.com/book/show/13564820-neophyte,386, Kindle Edition,2012,less visited
Talus,Erol Ozan,Fiction,"First published May 8, 2010",3.1,50,4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1280913159i/8264929.jpg,https://www.goodreads.com/book/show/8264929-talus,280, Paperback,2010,less visited
The Art of Inheriting Secrets,Barbara O'Neal,Fiction,"First published July 17, 2018",4.26,52336,2863,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528728728i/38097931.jpg,https://www.goodreads.com/book/show/38097931-the-art-of-inheriting-secrets,359, Kindle Edition,2018,less visited
People of the Wolf,W. Michael Gear,Historical Fiction,"First published July 15, 1990",3.9,9531,327,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439771108i/860979.jpg,https://www.goodreads.com/book/show/860979.People_of_the_Wolf,435, Mass Market Paperback,1990,less visited
